name,address,city,zip,phone,type,hood_hits,repeat,last_inspection,inspector_note
NEOMONDE MEDITERRANEAN,3817 BERYL RD ,RALEIGH,27607-5244,(919) 828-1628,1 - Restaurant,1,False,2026-04-13,preclude accumulation of soil residues. Hood ventilation system over grill line is in need of cleaning. 
THE PARKWAY TAVERN,982 HIGH HOUSE RD,CARY,27513,(919) 234-0018,1 - Restaurant,1,False,2026-04-13,Frequency and Restrictions  (Core); The hood covers above the convection oven are very dusty.  Ensure physical facilities are clean.
DUNKIN' #348561,8201 CREEDMOOR RD ,RALEIGH,27613,(919) 847-0245,1 - Restaurant,1,False,2026-04-14,roughout the establishment.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
HOOTERS,4206 OLD WAKE FOREST RD,RALEIGH,27609,,1 - Restaurant,1,False,2026-04-15, Trash and other items in floor drains. Grease build up in hoods. Walls and floors dirty. Facility shall be cleaned as ofte
ARBY'S #6151,6308 CAPITAL BLVD,RALEIGH,27604,(919) 954-6185,1 - Restaurant,1,False,2026-04-17,its and soiled ceiling tiles. Some vent hood filters and ceiling vent grates were soiled/dusty...Physical facilities shall be kept clean...Increase clean
TEN SECONDS,986 HIGH HOUSE RD ,CARY,27513,(919) 264-9302,1 - Restaurant,1,False,2026-05-01,Frequency and Restrictions  (Core); The hood and filters above the grill line is heavily soiled with grease and dust.  Maintain physical facilities clean.  Clean the hood and f
HALAL PITA MEDITERRANEAN GRILL,"5260 CAPITAL BLVD, STE 101",RALEIGH,27616,(919) 431-6500,1 - Restaurant,1,False,2026-05-01,king faucet.  6-501.12; Core - Observed soiled ventilation hood filters; gas pipes behind cooking line; ceiling vents in ba
NORTH RIDGE PUB,6010-B FALLS OF NEUSE RD ,RALEIGH,27609,(919) 981-6005,1 - Restaurant,1,False,2026-05-07,elving above hot holding unit and grill hood exterior have dust buildup and should be cleaned. Non food contact surfaces shall be kept free of soil res
CHIPOTLE #3024,1385 N MAIN ST ,FUQUAY-VARINA,27526,(919) 567-0206,1 - Restaurant,1,False,2026-05-11,preclude accumulation of soil residues. Hood ventilation system over grill line is in need of cleaning. Grease deposits and staining visible on tiling. 
THE GYRO SPOT,1005 E BROAD ST ,FUQUAY-VARINA,27526,(919) 285-3608,1 - Restaurant,1,False,2026-05-12,oor under equipment on cook line. Minor dust accumulation along hood outside. Physical facilities shall be cleaned at a frequenc
SASSOOL,9650 STRICKLAND RD ,RALEIGH,27615,(919) 847-2700,1 - Restaurant,1,False,2026-05-12,6-501.12; Core; Observed some grease buildup on the hood vents and dust buildup on the ceiling vents.  Floors; walls
BOMBAY CENTRAL CAFE   GROCERY,1910 FALLS VALLEY DR,RALEIGH,27615,(919) 977-3883,1 - Restaurant,1,False,2026-05-12,4-601.11(C ); Core; The hood vents and insides of the oven need cleaning due to food debrKeep non food contact surfaces of  equip
SUPER WOK,1401-L SE MAYNARD RD ,CARY,27511,(919) 388-8338,1 - Restaurant,1,False,2026-05-14,Frequency and Restrictions  (Core); The hood filters above the grill line are heavily soiled.  Maintain facilities clean.  Clean the hoods.
JUBALA COFFEE,200 PARK AT NORTH HILLS ST,RALEIGH,27609,(919) 200-5048,1 - Restaurant,1,False,2026-05-19, contact surfaces of many dishes. Grill hood has buildup on the grates. Non food contact surfaces shall be maintai
KING WOK,7405 SUNSET LAKE RD ,FUQUAY-VARINA,27526,(919) 577-6852,1 - Restaurant,1,False,2026-05-19,3 Nonfood Contact Surfaces  (C) General cleaning needed including moving the microwave and tray stored opposite the hood.  Clean the door to the walk-in cooler.  Clean the 3-compar
PTA OF WAKE FOREST,12277 CAPITAL BLVD ,WAKE FOREST,27587-6200,(919) 554-1400,1 - Restaurant,1,False,2026-05-20, up below all equipment in the kithcen. Grease and dust are building up on the hood and outside of fryers. The floor drains need to be sanitize
NAZARA INDIAN BISTRO,1945 HIGH HOUSE RD ,CARY,27519,(919) 694-5353,1 - Restaurant,1,False,2026-05-27, noted around vent entrance. Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
TIOS PIZZA EMPANADAS   WINGS,2916 N MAIN ST,FUQUAY-VARINA,27526,(919) 762-0095,1 - Restaurant,1,False,2026-05-27,zza making station; not under the hood. Hood systems and devices shall be in sufficient number and capacity to prevent grease or condensation from collecting on equipment; walls; and ce
CHAR-GRILL CARY,3635 SW CARY PKY ,CARY,27513,(919) 461-7112,1 - Restaurant,1,False,2026-05-27,rved with dust accumulation. Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
LONGHORN STEAKHOUSE #277,1411 BEAVER CREEK COMMONS DR ,APEX,27502,(919) 303-4889,1 - Restaurant,1,False,2026-06-02,. Clean ventilation systems; change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
BACKFINS CRABHOUSE,1009-100 STADIUM DR ,WAKE FOREST,27587,(919) 562-8500,1 - Restaurant,1,False,2026-06-03,Observation:  Dust is building up on hood. Debris is building up on warewash machine and 3 comp sink.
DURANT ROAD MIDDLE SCHOOL CAFETERIA,10401 DURANT RD ,RALEIGH,27614-9706,(919) 518-0103,11 - Public School Lunch,1,False,2026-06-05,4-601.11(C ); Core; There is a buildup of dust/debris on the hood vents and inner rim of the front of the hoods. Keep non food contact surfaces of  equipment clean to avo
HAYES BARTON CAFE   DESSERTERY,2000 FAIRVIEW RD ,RALEIGH,27608-2316,(919) 856-8551,1 - Restaurant,1,False,2026-06-11,oast breads. This equipment is creating grease vapors and should be held under a hood system. Hood systems and devices shall be in sufficient num
UDUPI CAFE,590 E CHATHAM ST ,CARY,27511,(919) 465-0898,1 - Restaurant,1,False,2026-06-15,3 Nonfood Contact Surfaces  (Core); The hood filters above the grill line were moderately soiled with dust and grease.  Exterior of the bulk food containers were lightly soiled.
LITCHFORD FALLS HEALTH AND REHABILITATION KITCHEN,8200 LITCHFORD RD ,RALEIGH,27615,(919) 878-7772,16 - Institutional Food Service,1,False,2026-06-18,s and other kitchen areas. Several vent hood filters had grease/soil build-up. Physical facilities shall be kept clean. Increase clean
THE CARY PUB,6454  TRYON  RD ,CARY,27518,(919) 859-1070,1 - Restaurant,1,False,2026-06-24,ehind the ice machine.  Exterior of the hood and ceiling is soiled.  Assure grease is properly directed with use of the hood
SARKU JAPAN,4325-2053 GLENWOOD AVE ,RALEIGH,27612,(919) 881-1130,2 - Food Stands,1,False,2026-06-25,d Discharge Prohibition  (C) Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
THAI BISTRO,4325-2039 GLENWOOD AVE ,RALEIGH,27612,(919) 771-7933,2 - Food Stands,1,False,2026-06-26,ation: The ventilation catch pan on the hood system is missing on one side - Replace catch pan to ensure grease doe snot drip down the rear wall. 4-204.11 Ventilation Hood Systems; Drip
FOOD LION #938 DELI ,517 N MAIN ST ,HOLLY SPRINGS,27540-9397,(919) 557-1175,2 - Food Stands,1,False,2026-07-06,/ceiling in deli prep area.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
NYBD III,2050 KILDAIRE FARM RD ,CARY,27518,(919) 851-9050,1 - Restaurant,1,False,2026-07-07,uency (C) Floor needs cleaning.  Remove dust accumulating outside the hood on the right side. 
BENNY'S BILLIARDS AND SPORTS BAR,932 NE MAYNARD RD,CARY,27513,,1 - Restaurant,1,False,2026-07-07,ing; Frequency and Restrictions  (Core) Hoods above grill and fryers were dusty and soiled.  Floor and walls need cleaning; especially near equipmen
THE BREAKFAST BAR,"5959 TRIANGLE TOWN BLVD, STE FC1112",RALEIGH,27616,(984) 304-9131,2 - Food Stands,1,False,2026-07-08,s above.   6-501.12; Core - Ventilation hood filters above cooking area were soiled with grease build-up; and some ceiling vent grates were dusty. Physical facil
VIVO RISTORANTE,7400 SIX FORKS RD SUITE 2,RALEIGH,27615,(919) 845-6700,1 - Restaurant,1,False,2026-07-13, debris; some of the light bulbs in the hood need cleaning; food debris is frozen in the ice at the bottom of the d
SCHIANO'S PIZZA PASTA WINGS,948 GATEWAY COMMONS CIRCLE,WAKE FOREST,27587,(919) 263-9177,1 - Restaurant,1,False,2026-07-14,Observatoion:  Grease is building up on the hood. Debris is building up below equipment.  4-601.11(C)  NonFO
QDOBA MEXICAN EATS #8014,210A HINTON OAKS,KNIGHTDALE,27545,(919) 217-4690,1 - Restaurant,1,False,2026-07-17,4-602.13; Core; Cleaning is needed on gaskets and hoods in the make line area.- Equipment nonfood contact surfaces
THE PICKLED ONION LAFAYETTE,8470 HONEYCUTT ROAD,RALEIGH,27615,(919) 418-1113,1 - Restaurant,1,False,2026-07-17,4-601.11(C ); Two bulbs in the hood need clean. Keep non food contact surfaces of  equipment clean to avoi
FIVE GUYS #2157,801 S MAIN ST,ROLESVILLE,27571,,1 - Restaurant,1,False,2026-07-20, easy clean.  6-501.12; Core - Observed soiled/grease build-up inside vent hood and soiled flooring/baseboards in back kitchen in mop sink/
PIZZA HUT,10911 RAVEN RIDGE SUITE 111,RALEIGH,27614,(919) 847-7377,1 - Restaurant,1,False,2026-07-22,zza cooler vent; the light globe in the hood over the fryer has a buildup of oil and dust; the green racks over the prep cooler;  by the walk-in cool
FOOD LION #757 DELI,1100-122 RALEIGH BLVD ,RALEIGH,27610-1076,(919) 829-7077,2 - Food Stands,1,False,2026-07-23,s restroom has build up. (A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
HERITAGE LAKE POOL BAR   GRILL,804 HERITAGE LAKE RD,WAKE FOREST,27587,(919) 796-2464,2 - Food Stands,1,False,2026-07-27,4-602.13; Core; Hood filters had an accumulation of grease; stand fan had an accumulation of dust; and backsplash of f
MANHATTAN PIZZA,9660-133 FALLS OF NEUSE RD ,RALEIGH,27615,(919) 847-3995,1 - Restaurant,1,False,2026-07-27,ldup of food residue; the inside of the hood has a buildup of oil residue; the fan guards on the evaporator in the walk-in cooler hav
PANDA KING,3626 ROGERS RD ,WAKE FOREST,27587,(919) 554-9666,1 - Restaurant,1,False,2026-07-28,4-602.13; Core; Hood filters have an accumulation of residue. Non food contact surfaces of equipment shall be cleaned at
LITTLE ITALY PIZZERIA,5959 TRIANGLE TOWN BLVD,RALEIGH,27616,(984) 370-9222,2 - Food Stands,1,False,2026-07-29,le grout.  6-501.12; Core - Ventilation hood filters above kitchen cooking line and pizza oven were dusty; and ice machine vents were dusty. Some flooring under equ
SONIC DRIVE IN #6020,1925 S MAIN ST ,WAKE FOREST,27587,(919) 554-1209,1 - Restaurant,1,False,2026-07-30,ly sealed boxes in the walk-in freezer. Cleaning needed on hood filters to remove the accumulated residue. Deep cleaning ne
RED ROBIN #573,11420 CAPITAL  BLVD ,WAKE FOREST,27587,(919) 562-0276,1 - Restaurant,1,False,2026-08-03,the cooler that holds clean plates. The hood has dust building up on it.  4-601.11(C)  NonFOOD-CONTACT SURFACES of EQUI
BURRITO SHAK,2982 KILDAIRE FARM RD,CARY,27518,(919) 267-6772,1 - Restaurant,1,False,2026-08-04, shelves throughout.  Shelves under the hood with the chips are rusty and not clean.   Maintain equipment clean. 
SAIGON PHO VIETNAMESE CUISINE,3310 CAPITAL  BLVD,RALEIGH,27604,(919) 803-4048,1 - Restaurant,1,False,2026-08-05,o be removed from operation. - Observed dust accumulation on the hood cover and wall above it.  Discussed the matter with PIC.  
TOYAR'S BBQ   HOT POT RESTAURANT,4075 DAVIS DR ,MORRISVILLE,27560,(919) 412-8078,1 - Restaurant,1,False,2026-08-10,iled with accumulations of food debris. Exhaust vent panels had accumulations of grease and other debris. Nonfood-contact surfaces shall be kept fr
THIRD EYE MOMO   GRILL,10110 GREEN LEVEL CHURCH RD,CARY,27519,(919) 353-3555,1 - Restaurant,1,False,2026-08-12, freezers were soiled with food debris. Exhaust vent panels were soiled with accumulations of food debris and grease. Nonfood-contact surfaces shall be kept free of an accumula
S   E CATERING,3401 CARL SANDBURG COURT,RALEIGH,27610,(919) 212-8580,2 - Food Stands,1,False,2026-08-13,s and women's restrooms. (A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust 
APEX MARKET,1720 OLIVE CHAPEL RD,APEX,27502,,2 - Food Stands,1,False,2026-08-13,n AC vent above prep cooler. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
REX HOSPITAL CAFETERIA,4420 LAKE BOONE TRL ,RALEIGH,27607-6599,(919) 784-4173,1 - Restaurant,1,False,2026-08-17,Ventilation Hood Systems; Adequacy  (C) Hood systems shall prevent grease or condensation from collecting on EQUIPMENT; walls; and ce
TACO BELL,1384 N MAIN ST ,FUQUAY-VARINA,27526-2617,(919) 557-5283,1 - Restaurant,1,False,2026-08-24,ith minor dust buildup.  (A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
VAISHNO BHOG,810 E CHATHAM ST ,CARY,27560,(919) 678-3172,1 - Restaurant,1,False,2026-08-24,Frequency and Restrictions  (Core); The hood filters above the grill line are very dusty.  Maintain physical facilities clean.  Clean the filters. 
CARLIE C'S DELI #810,506 W GANNON AVE ,ZEBULON,27579,(919) 269-4111,1 - Restaurant,1,False,2026-08-25,4-602.13; Core; The hoods and tracks of hot hold/ cold hold display case sliding doors need detail cleaning.- Nonfood contact surfaces of equipment shall be cleaned
CHIPOTLE #5858,3905 CAPITAL BLVD,RALEIGH,27604,(864) 360-5619,1 - Restaurant,1,False,2026-08-26,inside the raw chicken prep cooler. The hood stacks (above the grill area) have heavy grease buildup. Discussed the matter with PIC. 
ANJAPPAR,101 LEDGESTONE WAY ,CARY,27519,,1 - Restaurant,1,False,2026-08-27,ezer floor is soiled with food residue. Hood vents and ancillary fire suppression system above cookline is coated in grease and visible residue. Physical facilities shall be kept clea
